Tracking_ID	gene_id	gene	locus	BAP_log2(fold_change)	BAP_test_stat	BAP_p_value	BAP_q_value	BAP_significant	BaP500_Log2FC_0	BaP500_Log2FC_1	BaP500_Log2FC_2	BaP500_Log2FC_3
ENSG00000140941	ENSG00000140941	MAP1LC3B	chr16:87083561-87404779	-0.514929	-1.35642	0.00365	0.0282915	yes	-0.491487796	-0.044872108	-1.363220102	-0.454168812
ENSG00000176601	ENSG00000176601	MAP3K19	chr2:134964490-135047468	2.18168	3.32645	5.00E-05	0.000920822	yes	2.203702989	2.274330968	2.615096311	1.365274289
ENSG00000142733	ENSG00000142733	MAP3K6	chr1:27355183-27366892	-0.710036	-1.1762	0.0044	0.0322111	yes	-0.262609772	-1.028400046	-0.59255121	-1.125880358
ENSG00000107968	ENSG00000107968	MAP3K8	chr10:30433936-30461833	-0.816837	-1.82602	0.0001	0.00170374	yes	-0.54710817	-0.660391289	-1.131986505	-1.007629963
ENSG00000006432	ENSG00000006432	MAP3K9	chr14:70722525-70809534	-0.87901	-1.37841	5.00E-05	0.000920822	yes	-0.769923957	-0.586428703	-1.123365009	-1.10934304
ENSG00000011566	ENSG00000011566	MAP4K3	chr2:39249265-39717963	-0.934485	-1.55116	5.00E-05	0.000920822	yes	-0.957978952	-0.432349819	-1.223644899	-1.290232942
ENSG00000071054	ENSG00000071054	MAP4K4	chr2:101696849-101894689	-0.902287	-2.10882	5.00E-05	0.000920822	yes	-0.965716187	-0.916190323	-1.159513201	-0.620251791
ENSG00000171533	ENSG00000171533	MAP6	chr11:75583195-75669120	1.04025	1.2289	0.00485	0.0347304	yes	1.356587406	0.466393249	1.554359165	0.429634414
ENSG00000164114	ENSG00000164114	MAP9	chr4:155173715-155381694	1.42573	2.55574	5.00E-05	0.000920822	yes	1.374629711	1.564200667	1.577114423	1.14542163
ENSG00000156711	ENSG00000156711	MAPK13	chr6:36127808-36144524	-0.720919	-1.63171	0.00045	0.00569852	yes	-0.600283753	-1.016447511	-1.022396599	-0.357369597
ENSG00000102882	ENSG00000102882	MAPK3	chr16:30114104-30123506	-0.716302	-1.72936	0.00035	0.00464046	yes	-0.772864355	-1.090658088	-0.778391296	-0.327703012
ENSG00000166484	ENSG00000166484	MAPK7	chr17:19337553-19387240	-1.03211	-1.38081	0.0036	0.0279808	yes	-1.428144401	-1.173889364	-0.88256168	-0.739985449
ENSG00000121653	ENSG00000121653	MAPK8IP1	chr11:45885650-45906465	1.13379	1.64091	0.00035	0.00464046	yes	1.266966256	0.529395943	1.283643641	1.31787036
ENSG00000162889	ENSG00000162889	MAPKAPK2	chr1:206684943-206734283	-0.986414	-2.42195	5.00E-05	0.000920822	yes	-1.063886715	-1.088828301	-1.106094837	-0.72287888
ENSG00000137802	ENSG00000137802	MAPKBP1	chr15:41774433-41827936	-1.00048	-1.29289	0.00245	0.0210488	yes	-0.747154503	-0.573130084	-1.606226748	-1.311356202
ENSG00000175130	ENSG00000175130	MARCKSL1	chr1:32333831-32336379	0.755061	1.58184	0.0015	0.0146439	yes	0.624481288	0.349016899	1.103260813	0.837591552
ENSG00000007047	ENSG00000007047	MARK4	chr19:45071499-45305283	-1.12117	-1.70894	0.00075	0.00853246	yes	-1.001819162	-1.452918176	-1.498130589	-0.689150256
ENSG00000038274	ENSG00000038274	MAT2B	chr5:163503113-163519336	0.552055	1.60714	0.0012	0.0122139	yes	0.321974824	1.131482116	0.348194017	0.202691114
ENSG00000198125	ENSG00000198125	MB	chr22:35606763-35637951	1.73281	0.83741	0.00065	0.00761591	yes	1.282411802	2.084969101	2.210179053	0.994603558
ENSG00000141644	ENSG00000141644	MBD1	chr18:50266881-50281774	-0.804972	-1.31982	0.0049	0.0349466	yes	-0.572619666	-0.904118169	-0.724394444	-1.066471132
ENSG00000134046	ENSG00000134046	MBD2	chr18:54151600-54224788	-0.901395	-1.00768	0.00785	0.0496147	yes	-0.846876697	-1.380521063	-0.667345256	-0.806559033
ENSG00000012174	ENSG00000012174	MBTPS2	chrX:21839635-21885424	0.499937	1.43103	0.0042	0.0310206	yes	0.407164607	0.640344538	0.549172801	0.388010495
ENSG00000078070	ENSG00000078070	MCCC1	chr3:183015217-183116075	0.845663	1.47281	0.00065	0.00761591	yes	0.798426883	1.107609272	0.295015652	1.047791738
ENSG00000124370	ENSG00000124370	MCEE	chr2:71109683-71130239	1.04321	1.52846	0.00295	0.0240831	yes	1.282634923	1.198137429	1.320352469	0.026714416
ENSG00000234602	ENSG00000234602	MCIDAS	chr5:55219613-55227315	1.65117	3.06957	5.00E-05	0.000920822	yes	1.339934363	1.06845576	2.623183983	0.826870081
ENSG00000112118	ENSG00000112118	MCM3	chr6:52264008-52284881	0.860536	1.65504	0.00085	0.00938259	yes	0.681442527	0.472623031	1.315210663	0.834372279
ENSG00000055732	ENSG00000055732	MCOLN3	chr1:84999146-85133138	-0.878337	-1.77558	0.00115	0.0118763	yes	-0.884459292	-1.118785162	-0.519027483	-1.07108221
ENSG00000135272	ENSG00000135272	MDFIC	chr7:114922153-115019916	0.70497	1.84805	0.0001	0.00170374	yes	0.509095596	0.856369358	0.918124897	0.482481364
ENSG00000112139	ENSG00000112139	MDGA1	chr6:37630678-37699306	-1.35663	-1.6376	0.00275	0.0227399	yes	-1.321378965	-1.840316861	-2.406676531	-0.527047195
ENSG00000111554	ENSG00000111554	MDM1	chr12:68272442-68332381	1.38105	2.42032	5.00E-05	0.000920822	yes	1.36933278	1.59781392	1.401521249	1.115160022
ENSG00000133398	ENSG00000133398	MED10	chr5:6371880-6378594	-0.677067	-1.73426	0.00085	0.00938259	yes	-0.545854753	-0.846983281	-0.617089387	-0.715897473
ENSG00000123066	ENSG00000123066	MED13L	chr12:115953871-116277338	-1.03865	-1.09492	0.00285	0.0233886	yes	-0.923756131	-0.841505192	-1.404154283	-1.046623055
ENSG00000116604	ENSG00000116604	MEF2D	chr1:156463726-156500828	-1.57966	-1.77342	0.0001	0.00170374	yes	-1.54012055	-1.341560428	-2.421197232	-1.275461369
ENSG00000162591	ENSG00000162591	MEGF6	chr1:3489919-3611495	-2.60733	-1.27405	0.0001	0.00170374	yes	-2.250800911	-2.570209366	-2.628775159	-3.104816142
ENSG00000106780	ENSG00000106780	MEGF9	chr9:120600812-120714470	0.507294	1.40645	0.0045	0.0328239	yes	0.321329261	0.608303891	0.508235368	0.574609172
ENSG00000165304	ENSG00000165304	MELK	chr9:36572861-36677683	0.814676	1.35297	0.0014	0.0138304	yes	0.295508459	0.624849015	1.420804942	0.668031696
ENSG00000153208	ENSG00000153208	MERTK	chr2:111898478-112029561	-1.01305	-1.61807	0.00125	0.0125865	yes	-1.259014659	-1.034978045	-1.168085126	-0.663996456
ENSG00000105976	ENSG00000105976	MET	chr7:116672389-116798386	-0.962839	-2.32481	5.00E-05	0.000920822	yes	-1.182319382	-0.393053432	-1.471645876	-1.030742225
ENSG00000176845	ENSG00000176845	METRNL	chr17:83079690-83095119	-0.922158	-1.31562	0.0069	0.0449392	yes	-0.400691796	-1.647967799	-1.269748901	-0.690675676
ENSG00000165792	ENSG00000165792	METTL17	chr14:20989769-20999163	-0.668621	-1.31215	0.0054	0.0375075	yes	-0.383809054	-0.315960713	-1.09894527	-1.059355992
ENSG00000067365	ENSG00000067365	METTL22	chr16:8621682-8649654	-1.13648	-1.38636	0.00305	0.0245865	yes	-1.366490086	-1.22080365	-1.243029296	-0.785586501
ENSG00000185432	ENSG00000185432	METTL7A	chr12:50923471-50932517	0.876613	2.15438	5.00E-05	0.000920822	yes	0.336580155	0.854663303	1.354400684	0.779243644
ENSG00000183496	ENSG00000183496	MEX3B	chr15:82041777-82046141	-1.27065	-1.89492	0.00035	0.00464046	yes	-1.508224475	-0.632919164	-1.202322249	-2.139840308
ENSG00000176624	ENSG00000176624	MEX3C	chr18:51174549-51218304	-0.713879	-2.06624	5.00E-05	0.000920822	yes	-0.839463516	-0.049799964	-1.533843135	-0.814929724
ENSG00000140545	ENSG00000140545	MFGE8	chr15:88898682-88913411	-0.609423	-1.32054	0.00585	0.0399448	yes	-0.307282705	-1.600504239	-0.336902277	-0.530801062
ENSG00000147324	ENSG00000147324	MFHAS1	chr8:8783353-8893645	-0.958085	-1.38889	0.0018	0.0167277	yes	-0.905801827	-0.906108037	-1.365130727	-0.728805838
ENSG00000109736	ENSG00000109736	MFSD10	chr4:2930560-2934859	-0.723837	-1.83641	0.00035	0.00464046	yes	-0.748033707	-0.847135614	-0.783078848	-0.536353668
ENSG00000198408	ENSG00000198408	MGEA5	chr10:101784442-101818465	-1.06002	-1.89999	0.00015	0.00239372	yes	-0.899556914	-0.353255132	-2.084060294	-1.458829132
ENSG00000204520	ENSG00000204520	MICA	chr6:31399783-31477506	-1.04052	-1.6057	0.003	0.0243224	yes	-0.726340264	-1.632820517	-1.167333374	-0.8047284
ENSG00000133816	ENSG00000133816	MICAL2	chr11:12094007-12263789	-1.75551	-1.76435	5.00E-05	0.000920822	yes	-1.719408718	-2.516708008	-1.885385019	-1.198967117
ENSG00000100139	ENSG00000100139	MICALL1	chr22:37905656-37942822	-1.40093	-3.00135	5.00E-05	0.000920822	yes	-1.460038418	-1.506133652	-1.382721281	-1.26633911
ENSG00000101871	ENSG00000101871	MID1	chrX:10445309-10833654	0.802798	1.42541	0.0043	0.0315445	yes	0.795506577	0.261647595	1.344098006	0.589456312
ENSG00000165175	ENSG00000165175	MID1IP1	chrX:38801431-38806537	0.802532	1.80531	0.00065	0.00761591	yes	0.590829162	0.853281389	0.652876183	1.064629381
ENSG00000141503	ENSG00000141503	MINK1	chr17:4833387-4903074	-1.15465	-1.67823	0.0011	0.0115288	yes	-0.57471589	-1.539456329	-1.802157203	-1.015877999
ENSG00000027001	ENSG00000027001	MIPEP	chr13:23730188-23902655	1.0638	1.69234	0.0006	0.00716698	yes	0.988505888	0.844845152	1.301340713	1.081999247
ENSG00000215417	ENSG00000215417	MIR17HG	chr13:91347819-91354579	-1.0533	-1.91333	0.0007	0.00806114	yes	-0.678388257	-0.221326656	-1.741554253	-2.778125273
ENSG00000171889	ENSG00000171889	MIR31HG	chr9:21455483-21559669	-1.06435	-2.10054	5.00E-05	0.000920822	yes	-0.756651247	-1.027961085	-1.45604854	-1.10164493
ENSG00000159055	ENSG00000159055	MIS18A	chr21:32268218-32280988	0.759948	1.47101	0.00225	0.0197025	yes	0.370177579	0.682239338	1.254614413	0.575836398
ENSG00000125863	ENSG00000125863	MKKS	chr20:10401008-10434222	0.707613	1.67627	0.001	0.0106629	yes	0.779425222	0.728874081	0.824963688	0.472095418
ENSG00000150051	ENSG00000150051	MKX	chr10:27672874-27767794	1.14164	2.03366	5.00E-05	0.000920822	yes	1.07610656	1.508464122	1.3019678	0.49180053
ENSG00000178053	ENSG00000178053	MLF1	chr3:158571162-158607252	1.15912	2.72846	5.00E-05	0.000920822	yes	1.391391395	0.983899757	1.092428373	1.137095461
ENSG00000108788	ENSG00000108788	MLX	chr17:42567067-42577831	-0.862579	-1.64982	0.0017	0.0160629	yes	-1.054948118	-1.146403608	-0.492380325	-0.846947411
ENSG00000196549	ENSG00000196549	MME	chr3:155024123-155183729	-2.31586	-4.3046	5.00E-05	0.000920822	yes	-2.78094918	-1.550660063	-3.042141047	-2.357574014
ENSG00000196611	ENSG00000196611	MMP1	chr11:102746967-102843803	-1.07067	-1.67492	0.00265	0.0222521	yes	-0.731645171	-0.604148214	-2.987991632	-0.948219209
ENSG00000166670	ENSG00000166670	MMP10	chr11:102746967-102843803	-1.16105	-1.33515	0.0051	0.0359908	yes	-0.682644906	-1.15716314	-2.090676394	-1.05120971
ENSG00000137745	ENSG00000137745	MMP13	chr11:102942994-102955734	-1.21462	-2.25292	5.00E-05	0.000920822	yes	-1.370417962	-1.333348775	-0.977902674	-1.210213563
ENSG00000157227	ENSG00000157227	MMP14	chr14:22836556-22849027	-1.21468	-3.38929	5.00E-05	0.000920822	yes	-1.258513052	-1.013117049	-1.738928276	-0.970213171
ENSG00000138587	ENSG00000138587	MNS1	chr15:56244008-56465137	0.868463	1.5023	0.0012	0.0122139	yes	0.930772198	1.008596446	1.03762643	0.413332542
ENSG00000070444	ENSG00000070444	MNT	chr17:2384059-2401118	-1.0667	-1.40826	0.0016	0.0154386	yes	-0.744560391	-1.195740252	-1.54804831	-0.904383717
ENSG00000124217	ENSG00000124217	MOCS3	chr20:50958825-50963931	1.03069	2.4292	5.00E-05	0.000920822	yes	1.199475199	0.693646618	1.311509549	0.828679099
ENSG00000159256	ENSG00000159256	MORC3	chr21:36319791-36419015	-0.932025	-1.52956	0.00195	0.017759	yes	-0.889576886	-0.778260902	-1.001687915	-1.076335586
ENSG00000116151	ENSG00000116151	MORN1	chr1:2321252-2391707	1.43916	1.15603	0.0027	0.0225378	yes	1.733282622	0.862146029	1.56492833	1.45696243
ENSG00000188010	ENSG00000188010	MORN2	chr2:38875961-38975449	0.869699	1.87206	0.0003	0.00412888	yes	0.462354987	0.981655065	1.179957786	0.757795396
ENSG00000185681	ENSG00000185681	MORN5	chr9:122159907-122200088	1.21818	1.67606	0.0012	0.0122139	yes	1.656009617	0.86365662	1.521700805	0.549654021
ENSG00000101928	ENSG00000101928	MOSPD1	chrX:134887625-134915267	0.630158	1.49381	0.0023	0.0200038	yes	0.614629959	0.876301272	0.697580414	0.265826405
ENSG00000161647	ENSG00000161647	MPP3	chr17:43800798-43833170	-1.68442	-2.04362	5.00E-05	0.000920822	yes	-1.476058532	-1.392619061	-2.693239731	-1.516423232
ENSG00000133030	ENSG00000133030	MPRIP	chr17:17042544-17237188	-1.39577	-1.42325	0.00575	0.0394338	yes	-1.226930887	-1.231912815	-2.400059403	-1.065729253
ENSG00000179832	ENSG00000179832	MROH1	chr8:144148015-144261940	-0.689738	-1.40344	0.00225	0.0197025	yes	-0.529179258	-0.892343523	-0.684310278	-0.676053495
ENSG00000117501	ENSG00000117501	MROH9	chr1:170935470-171064765	1.49705	1.97377	0.0006	0.00716698	yes	1.244306781	0.74028582	2.36844884	1.061552774
ENSG00000242485	ENSG00000242485	MRPL20	chr1:1399521-1407313	0.605103	1.33679	0.0074	0.0474077	yes	0.522137856	0.807047817	0.258642216	0.767477724
ENSG00000132313	ENSG00000132313	MRPL35	chr2:86199354-86213794	0.867745	1.54121	0.00205	0.018538	yes	0.577865625	0.684016576	1.000426746	1.137103526
ENSG00000136897	ENSG00000136897	MRPL50	chr9:101387632-101398614	0.509737	1.39357	0.0061	0.0412525	yes	0.565653804	0.279325157	0.753806238	0.395338873
ENSG00000116898	ENSG00000116898	MRPS15	chr1:36455717-36464437	-0.60748	-1.58576	0.00155	0.0150178	yes	-0.725072531	-1.01467996	-0.605235486	-0.20406502
ENSG00000090263	ENSG00000090263	MRPS33	chr7:141002609-141015228	0.979639	1.69633	0.00045	0.00569852	yes	0.875440033	1.110747432	0.539829056	1.286841548
ENSG00000144029	ENSG00000144029	MRPS5	chr2:95087206-95165413	-0.785328	-1.57678	0.0016	0.0154386	yes	-0.647358588	-0.560869938	-1.309585337	-0.734310856
ENSG00000166959	ENSG00000166959	MS4A8	chr11:60699573-60715811	1.22657	2.08377	5.00E-05	0.000920822	yes	1.374244466	1.463064718	1.254710768	0.7004122
ENSG00000066697	ENSG00000066697	MSANTD3	chr9:100427155-100577636	-0.638014	-1.50553	0.00235	0.0203508	yes	-0.769061134	-0.339282796	-1.211548896	-0.393369688
ENSG00000251349	ENSG00000251349	MSANTD3-TMEFF1	chr9:100427155-100577636	-1.12183	-1.43034	0.0062	0.0416691	yes	-1.511840635	-0.661174596	-1.313528491	-1.143455131
ENSG00000095002	ENSG00000095002	MSH2	chr2:47402968-47570939	0.976994	2.57929	5.00E-05	0.000920822	yes	0.902888969	0.697615223	1.263228732	0.986586091
ENSG00000188895	ENSG00000188895	MSL1	chr17:40122297-40136916	-0.676251	-1.5292	0.0013	0.0129788	yes	-0.620809847	-0.798553414	-0.603642921	-0.69002499
ENSG00000263639	ENSG00000263639	MSMB	chr10:46033306-46046269	1.09409	3.14305	5.00E-05	0.000920822	yes	1.103839986	0.316437615	1.601887056	1.076685923
ENSG00000147065	ENSG00000147065	MSN	chrX:65588376-65741931	-1.47098	-4.32795	5.00E-05	0.000920822	yes	-1.653106918	-1.197047225	-2.096328608	-1.136125862
ENSG00000175806	ENSG00000175806	MSRA	chr8:10054267-10428891	-1.32573	-0.82956	0.00415	0.0308289	yes	-3.200615279	-1.374628228	-0.806889482	-0.916620859
ENSG00000169715	ENSG00000169715	MT1E	chr16:56625474-56627112	-0.907456	-1.47342	0.00395	0.0297664	yes	-0.642122077	-1.346342717	-1.797618736	-0.302595459
ENSG00000125148	ENSG00000125148	MT2A	chr16:56608198-56609497	-1.88025	-5.15513	5.00E-05	0.000920822	yes	-2.134349911	-2.008396409	-2.830425591	-1.090377321
ENSG00000137409	ENSG00000137409	MTCH1	chr6:36968140-36986298	-0.541229	-1.22105	0.0064	0.0426274	yes	-0.333658514	-0.709941872	-0.857641824	-0.336394479
ENSG00000120254	ENSG00000120254	MTHFD1L	chr6:150865548-151228447	-0.951442	-1.47213	0.00305	0.0245865	yes	-1.151960878	-0.661089752	-0.904954177	-1.145617783
ENSG00000014914	ENSG00000014914	MTMR11	chr1:149928650-149936898	-1.533	-3.50419	5.00E-05	0.000920822	yes	-1.446262395	-1.448678149	-1.862468966	-1.419270976
ENSG00000269028	ENSG00000269028	MTRNR2L12	chr3:96617187-96618236	0.675695	1.76448	0.00035	0.00464046	yes	0.458389448	0.512696792	-0.885827058	1.607660478
ENSG00000270672	ENSG00000270672	MTRNR2L6	chr7:142666271-142667718	0.773094	1.37345	0.0065	0.0430698	yes	0.731831167	0.728970053	-1.354590037	1.644541984
ENSG00000170873	ENSG00000170873	MTSS1	chr8:124488484-124728429	-1.10584	-1.61684	0.0009	0.00981167	yes	-1.405220727	-1.002787526	-1.531670881	-0.652754438
ENSG00000177034	ENSG00000177034	MTX3	chr5:79976730-79991262	0.57934	1.41545	0.00395	0.0297664	yes	-0.075064941	1.155126557	0.497577609	0.473514908
ENSG00000185499	ENSG00000185499	MUC1	chr1:155169407-155192916	0.614709	1.33214	0.00605	0.0410324	yes	0.626549223	0.339957865	1.013029672	0.375466457
ENSG00000173702	ENSG00000173702	MUC13	chr3:124905441-124953819	1.27974	2.30085	5.00E-05	0.000920822	yes	1.211147148	1.622161086	1.210592486	1.00282363
ENSG00000169550	ENSG00000169550	MUC15	chr11:26309598-26663288	0.963007	2.27588	5.00E-05	0.000920822	yes	0.934273822	1.192380874	0.716610368	0.969336543
ENSG00000204544	ENSG00000204544	MUC21	chr6:30983717-30989903	-1.90836	-4.54681	5.00E-05	0.000920822	yes	-2.407330509	-2.945052108	-2.126203043	-0.948525853
ENSG00000157601	ENSG00000157601	MX1	chr21:41420303-41459214	0.89225	1.04679	0.00305	0.0245865	yes	0.837608546	0.397326867	1.349590702	0.825152232
ENSG00000059728	ENSG00000059728	MXD1	chr2:69893559-69942945	-1.12802	-2.77223	5.00E-05	0.000920822	yes	-1.311363918	-0.275641425	-2.29577153	-1.331039215
ENSG00000179820	ENSG00000179820	MYADM	chr19:53854580-53876437	-0.947757	-1.83313	0.0003	0.00412888	yes	-1.151393047	-0.891097434	-0.956903155	-0.813003787
ENSG00000118513	ENSG00000118513	MYB	chr6:135181314-135219173	1.27729	2.36979	5.00E-05	0.000920822	yes	0.758092958	0.58177907	2.327180161	0.574461315
ENSG00000136997	ENSG00000136997	MYC	chr8:127735433-127741434	-0.749057	-2.06076	5.00E-05	0.000920822	yes	-0.909375074	-0.100268556	-1.744502424	-0.698381725
ENSG00000172936	ENSG00000172936	MYD88	chr3:38138477-38143022	-0.691672	-1.81481	0.00035	0.00464046	yes	-0.670241119	-0.815405825	-0.587941214	-0.70227993
ENSG00000172927	ENSG00000172927	MYEOV	chr11:69294137-69367726	-1.47777	-1.43025	0.00115	0.0118763	yes	-2.954298724	-2.245105827	-1.507023831	-0.425890926
ENSG00000101608	ENSG00000101608	MYL12A	chr18:3247480-3261850	-0.487281	-1.34892	0.0076	0.0484908	yes	-0.437731825	-0.477279422	-0.850908911	-0.247400847
ENSG00000118680	ENSG00000118680	MYL12B	chr18:3261908-3278284	-0.51462	-1.51501	0.00275	0.0227399	yes	-0.723218217	-0.299588288	-0.615119389	-0.456396907
ENSG00000007944	ENSG00000007944	MYLIP	chr6:16129124-16148248	0.61739	1.44598	0.0046	0.0333293	yes	0.348749812	1.018163878	0.60797576	0.393387448
ENSG00000099331	ENSG00000099331	MYO9B	chr19:17075780-17214537	-0.989063	-1.58392	0.00115	0.0118763	yes	-0.566913683	-1.615381123	-0.815837512	-1.165841711
ENSG00000173418	ENSG00000173418	NAA20	chr20:20017115-20033655	0.556381	1.57737	0.00165	0.0157274	yes	0.468055278	0.942091553	0.107708359	0.585187062
ENSG00000173559	ENSG00000173559	NABP1	chr2:191678067-191696659	-0.595288	-1.39957	0.0068	0.0444727	yes	-0.313469871	-0.099025189	-1.029231098	-1.253912229
ENSG00000196531	ENSG00000196531	NACA	chr12:56712427-56787790	-0.539329	-1.48516	0.0041	0.0305379	yes	-0.605358519	-0.684478304	-0.827269707	-0.137284672
ENSG00000008130	ENSG00000008130	NADK	chr1:1751231-1780457	0.534034	1.05365	0.00475	0.034153	yes	0.737743418	0.130606815	0.683767531	0.509178365
ENSG00000249437	ENSG00000249437	NAIP	chr5:70968482-71025114	1.18799	1.36224	0.00465	0.0335366	yes	1.120262111	1.152376104	1.818854166	0.249386101
ENSG00000161048	ENSG00000161048	NAPEPLD	chr7:103099775-103149560	1.16819	1.63558	0.001	0.0106629	yes	0.910367868	1.417249378	1.242332885	1.05178406
ENSG00000171428	ENSG00000171428	NAT1	chr8:18170476-18223689	1.10085	1.44203	0.0018	0.0167277	yes	0.706410825	0.328334115	1.343352437	1.657439271
ENSG00000109065	ENSG00000109065	NAT9	chr17:74770546-74776367	-0.908911	-1.33941	0.00055	0.00668866	yes	-0.242418934	-1.421295551	-1.141452787	-1.1254988
ENSG00000172915	ENSG00000172915	NBEA	chr13:34942286-35673022	1.0541	1.41058	0.00065	0.00761591	yes	0.833138094	0.90728994	1.614089193	0.66666301
ENSG00000160796	ENSG00000160796	NBEAL2	chr3:46921725-47009703	-1.67651	-2.31425	5.00E-05	0.000920822	yes	-1.267595367	-2.176463624	-1.470479783	-1.977514218
ENSG00000270629	ENSG00000270629	NBPF14	chr1:148531384-148679751	-0.7894	-1.32542	0.0063	0.0421804	yes	-0.685910706	-0.78557084	-0.892888908	-0.800702741
ENSG00000271383	ENSG00000271383	NBPF19	chr1:149390622-149556361	-0.962999	-2.49385	5.00E-05	0.000920822	yes	-0.900935373	-0.638067446	-1.096950838	-1.299209923
ENSG00000273136	ENSG00000273136	NBPF26	chr1:120805417-120841481	-0.701236	-1.48087	0.00265	0.0222521	yes	-0.423685315	-0.303654694	-0.934196366	-1.391638127
ENSG00000142794	ENSG00000142794	NBPF3	chr1:21440127-21485005	1.17725	1.3991	0.00025	0.00355878	yes	1.510755158	0.739126904	1.354963999	0.977580735
ENSG00000270231	ENSG00000270231	NBPF8	chr1:120436352-120467739	-0.578728	-1.58121	0.0021	0.0188692	yes	-0.09319792	-0.163805401	-0.956692302	-1.58696733
ENSG00000144959	ENSG00000144959	NCEH1	chr3:172630248-172711218	0.747948	1.72651	0.0002	0.00299194	yes	0.529831106	0.770511696	1.110364693	0.494647279
ENSG00000158517	ENSG00000158517	NCF1	chr7:74773961-74789315	-2.62825	-1.69218	5.00E-05	0.000920822	yes	-3.399575049	-2.968820593	-3.165069778	-1.675836406
ENSG00000084676	ENSG00000084676	NCOA1	chr2:24491913-24770702	-0.637843	-1.31512	0.00065	0.00761591	yes	-0.911365967	-1.033248213	-0.211180868	-0.542522549
ENSG00000111912	ENSG00000111912	NCOA7	chr6:125781160-125932030	0.555458	1.58742	0.00075	0.00853246	yes	0.286599293	0.923502913	0.357063562	0.566813277
ENSG00000196498	ENSG00000196498	NCOR2	chr12:124324414-124567589	-1.05109	-1.64476	5.00E-05	0.000920822	yes	-1.160906156	-1.644556998	-0.605271896	-0.98282824
